SETTLEMENT,mobile_agent_distance,domestic_receive,international_receive,means_receive,DISTRICT,match_key,adm2_name,center_lat,center_lon
85202. Bohoum Kunda(Sare Bohoum),2. 10 to 20 minutes,0,1,6.   Friends or family,85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
85202. Bohoum Kunda(Sare Bohoum),98. Don?t Know,0,0,NA,85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
85202. Bohoum Kunda(Sare Bohoum),98. Don?t Know,0,0,NA,85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
85202. Bohoum Kunda(Sare Bohoum),98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
85202. Bohoum Kunda(Sare Bohoum),98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
85202. Bohoum Kunda(Sare Bohoum),98. Don?t Know,1,0,NA,85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
85202. Bohoum Kunda(Sare Bohoum),98. Don?t Know,0,1,6.   Friends or family,85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
85202. Bohoum Kunda(Sare Bohoum),1. Less than 10 minutes,0,0,NA,85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
85202. Bohoum Kunda(Sare Bohoum),98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
86105. Diabugu Batapa,98. Don?t Know,1,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86105. Diabugu Batapa,98. Don?t Know,1,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86105. Diabugu Batapa,98. Don?t Know,1,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86105. Diabugu Batapa,98. Don?t Know,0,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86105. Diabugu Batapa,98. Don?t Know,0,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86105. Diabugu Batapa,98. Don?t Know,0,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86105. Diabugu Batapa,98. Don?t Know,0,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86105. Diabugu Batapa,98. Don?t Know,0,1,6.   Friends or family,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86112. Nawdeh,98. Don?t Know,0,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86112. Nawdeh,98. Don?t Know,0,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86112. Nawdeh,98. Don?t Know,0,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86112. Nawdeh,5. 61 minutes to less than 2 hours,0,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86112. Nawdeh,98. Don?t Know,0,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86112. Nawdeh,4. 31 to 60 minutes,0,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86112. Nawdeh,98. Don?t Know,0,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86112. Nawdeh,98. Don?t Know,0,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86210. Kuwonku Ba,98. Don?t Know,0,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86210. Kuwonku Ba,98. Don?t Know,0,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86210. Kuwonku Ba,98. Don?t Know,0,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86210. Kuwonku Ba,6. 2 hours to less than -5 hours,1,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86210. Kuwonku Ba,98. Don?t Know,0,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86210. Kuwonku Ba,98. Don?t Know,0,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86210. Kuwonku Ba,98. Don?t Know,1,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86210. Kuwonku Ba,98. Don?t Know,1,1,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86220. Sare Fodikay,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86220. Sare Fodikay,98. Don?t Know,0,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86220. Sare Fodikay,98. Don?t Know,1,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86220. Sare Fodikay,98. Don?t Know,0,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86220. Sare Fodikay,98. Don?t Know,0,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86220. Sare Fodikay,98. Don?t Know,0,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86220. Sare Fodikay,98. Don?t Know,0,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86220. Sare Fodikay,5. 61 minutes to less than 2 hours,0,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86225. Sare Wossi Barry,98. Don?t Know,0,1,9.  Combination of many informal means,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86225. Sare Wossi Barry,98. Don?t Know,0,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86225. Sare Wossi Barry,98. Don?t Know,0,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86225. Sare Wossi Barry,98. Don?t Know,0,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86225. Sare Wossi Barry,98. Don?t Know,0,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86225. Sare Wossi Barry,5. 61 minutes to less than 2 hours,0,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86225. Sare Wossi Barry,4. 31 to 60 minutes,0,1,3.   Transfer via MFI/Bank,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
86225. Sare Wossi Barry,98. Don?t Know,1,0,NA,86. Sandu,sandu,Sandu,13.42739354,-14.37498385
